DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2023-02-02 10:44:00",08:11:08,Member,"Home & Kitchen",445.81,5,2229.05,"Zara Mehta",February,2023,Thursday,8,445.81000000000006
"2023-03-13 22:11:00",16:47:12,Premium,"Home & Kitchen",33.19,1,33.19,"Mahesh Patel",March,2023,Monday,16,33.19
"2024-02-08 05:56:00",11:45:29,Regular,Electronics,75.23,3,225.69,"Vaibhav Zutshi",February,2024,Thursday,11,75.23
"2024-08-08 22:18:00",03:08:22,Member,"Home & Kitchen",355.31,2,710.62,"Shreya Zutshi",August,2024,Thursday,3,355.31
"2023-01-25 01:04:00",17:09:52,Premium,Electronics,118.01,3,354.03,"Zara Agarwal",January,2023,Wednesday,17,118.00999999999999
"2024-11-01 09:26:00",06:34:21,Member,"Beauty & Personal Care",17.8,3,53.4,"Diya Singh",November,2024,Friday,6,17.8
"2024-08-22 04:39:00",00:37:01,Premium,Electronics,496.06,3,1488.18,"Zara Agarwal",August,2024,Thursday,0,496.06
"2023-03-10 00:25:00",22:32:29,Regular,"Home & Kitchen",491.2,4,1964.8,"Priya Kumar",March,2023,Friday,22,491.2
"2024-03-29 18:14:00",07:02:00,Regular,"Home & Kitchen",161.51,5,807.55,"Diya Agarwal",March,2024,Friday,7,161.51
"2024-01-30 21:47:00",05:28:15,Regular,"Home & Kitchen",413.73,5,2068.65,"Shreya Xavier",January,2024,Tuesday,5,413.73
"2024-06-02 06:33:00",19:24:34,Member,Electronics,116.51,2,233.02,"Rohan Lal",June,2024,Sunday,19,116.51
"2024-06-12 21:43:00",00:32:10,Regular,Clothing,186.73,4,746.92,"Ishaan Wadhwa",June,2024,Wednesday,0,186.73
"2024-09-10 14:30:00",01:04:23,Member,Grocery,155.76,4,623.04,"Ishaan Kumar",September,2024,Tuesday,1,155.76
"2024-03-24 09:55:00",01:36:21,Premium,Clothing,113.21,2,226.42,"Jai Desai",March,2024,Sunday,1,113.21
"2023-01-08 10:40:00",20:38:54,Regular,Clothing,11.06,3,33.18,"Shreya Gupta",January,2023,Sunday,20,11.06
"2024-03-10 21:05:00",00:54:59,Premium,Grocery,483.13,4,1932.52,"Mahesh Bhatia",March,2024,Sunday,0,483.13
"2024-09-03 10:12:00",03:04:12,Member,"Beauty & Personal Care",104.96,4,419.84,"Bhavesh Patel",September,2024,Tuesday,3,104.96
"2023-01-13 14:26:00",23:38:14,Regular,"Beauty & Personal Care",464.24,3,1392.72,"Tanvi Xavier",January,2023,Friday,23,464.24
"2023-06-23 05:22:00",00:24:01,Premium,"Home & Kitchen",61.05,3,183.15,"Rohan Kumar",June,2023,Friday,0,61.050000000000004
"2024-12-24 14:40:00",12:38:04,Member,Grocery,166.4,5,832,"Zara Khanna",December,2024,Tuesday,12,166.4
"2024-03-21 12:56:00",06:06:31,Premium,Clothing,447.49,4,1789.96,"Krishna Lal",March,2024,Thursday,6,447.49
"2023-06-27 21:55:00",05:54:38,Premium,Clothing,26.65,1,26.65,"Tanvi Agarwal",June,2023,Tuesday,5,26.65
"2024-09-25 19:04:00",16:58:29,Premium,Grocery,67.28,1,67.28,"Eeshaan Rao",September,2024,Wednesday,16,67.28
"2023-09-06 14:51:00",12:48:41,Premium,Electronics,141.03,4,564.12,"Gaurav Lal",September,2023,Wednesday,12,141.03
"2024-03-23 06:32:00",21:48:00,Member,Clothing,120.81,4,483.24,"Lakshmi Lal",March,2024,Saturday,21,120.81
"2023-10-30 03:36:00",12:58:33,Member,Grocery,460.95,2,921.9,"Rohan Lal",October,2023,Monday,12,460.95
"2023-03-07 21:03:00",18:53:57,Regular,Grocery,317.06,2,634.12,"Bhavesh Patel",March,2023,Tuesday,18,317.06
"2024-06-09 14:09:00",07:50:08,Member,"Beauty & Personal Care",409.71,1,409.71,"Tanvi Lal",June,2024,Sunday,7,409.71
"2023-04-07 08:54:00",15:05:14,Member,"Home & Kitchen",240.07,5,1200.35,"Tanvi Gupta",April,2023,Friday,15,240.07
"2023-05-14 01:30:00",17:37:38,Member,"Beauty & Personal Care",295.41,2,590.82,"Vaibhav Desai",May,2023,Sunday,17,295.41
"2023-07-07 22:04:00",02:41:36,Member,Electronics,147.44,3,442.32,"Diya Khanna",July,2023,Friday,2,147.44
"2024-12-03 08:41:00",03:14:21,Member,Electronics,260.13,5,1300.65,"Eeshaan Jain",December,2024,Tuesday,3,260.13
"2024-10-08 03:20:00",17:43:44,Member,"Beauty & Personal Care",436.56,1,436.56,"Uday Kumar",October,2024,Tuesday,17,436.56
"2023-12-22 20:59:00",15:19:10,Member,Clothing,265.73,3,797.19,"Zara Wadhwa",December,2023,Friday,15,265.73
"2023-05-22 07:00:00",09:44:38,Regular,Electronics,289.35,2,578.7,"Yash Gupta",May,2023,Monday,9,289.35
"2023-07-04 18:47:00",16:46:48,Member,Electronics,192.85,5,964.25,"Priya Wadhwa",July,2023,Tuesday,16,192.85
"2023-12-05 00:14:00",04:59:05,Member,"Beauty & Personal Care",79.88,4,319.52,"Avani Lal",December,2023,Tuesday,4,79.88
"2023-06-28 23:13:00",22:34:20,Member,Clothing,480.29,2,960.58,"Uday Gupta",June,2023,Wednesday,22,480.29
"2024-08-24 15:32:00",22:15:30,Premium,"Home & Kitchen",341.47,1,341.47,"Yash Gupta",August,2024,Saturday,22,341.47
"2024-03-20 01:09:00",17:20:37,Member,Clothing,276.38,4,1105.52,"Avani Agarwal",March,2024,Wednesday,17,276.38
"2024-03-21 07:48:00",20:39:05,Member,"Home & Kitchen",159.1,1,159.1,"Zara Desai",March,2024,Thursday,20,159.1
"2023-04-28 07:44:00",09:24:48,Regular,Clothing,152.63,1,152.63,"Gaurav Agarwal",April,2023,Friday,9,152.63
"2024-04-13 23:59:00",19:53:46,Member,Grocery,44.34,3,133.02,"Vaibhav Lal",April,2024,Saturday,19,44.34
"2023-12-23 11:19:00",01:58:43,Regular,Clothing,455.81,4,1823.24,"Lakshmi Bhatia",December,2023,Saturday,1,455.81
"2023-07-24 04:43:00",13:58:57,Member,Grocery,250.2,2,500.4,"Nandini Jain",July,2023,Monday,13,250.2
"2023-10-12 07:12:00",15:54:50,Regular,"Home & Kitchen",289.29,1,289.29,"Mahesh Lal",October,2023,Thursday,15,289.29
"2023-12-10 17:44:00",05:50:19,Regular,Electronics,380.56,4,1522.24,"Vaibhav Patel",December,2023,Sunday,5,380.56
"2023-08-30 09:56:00",13:14:40,Regular,Electronics,124.32,4,497.28,"Uday Iyer",August,2023,Wednesday,13,124.32
"2023-10-01 07:22:00",17:09:40,Member,Clothing,241.13,2,482.26,"Priya Agarwal",October,2023,Sunday,17,241.13
"2023-07-18 09:46:00",21:30:05,Regular,Clothing,98.62,1,98.62,"Tanvi Bhatia",July,2023,Tuesday,21,98.62
"2024-08-12 17:36:00",11:10:05,Premium,"Home & Kitchen",406.62,4,1626.48,"Avani Verma",August,2024,Monday,11,406.62
"2023-05-12 22:01:00",09:59:51,Member,Electronics,487.98,1,487.98,"Nandini Kumar",May,2023,Friday,9,487.98
"2024-09-06 21:31:00",15:51:53,Premium,"Beauty & Personal Care",417.65,4,1670.6,"Ishaan Wadhwa",September,2024,Friday,15,417.65
"2024-10-13 03:15:00",12:37:17,Regular,"Beauty & Personal Care",389.35,3,1168.05,"Yash Xavier",October,2024,Sunday,12,389.34999999999997
"2024-05-05 13:20:00",11:36:39,Regular,"Beauty & Personal Care",44,4,176,"Eeshaan Iyer",May,2024,Sunday,11,44
"2023-11-29 19:15:00",15:20:58,Member,Clothing,376.86,3,1130.58,"Lakshmi Kumar",November,2023,Wednesday,15,376.85999999999996
"2024-12-24 09:59:00",19:54:49,Member,Electronics,239.13,5,1195.65,"Rohan Lal",December,2024,Tuesday,19,239.13000000000002
"2024-08-01 05:33:00",20:40:36,Member,Clothing,235.38,2,470.76,"Eeshaan Zutshi",August,2024,Thursday,20,235.38
"2023-10-09 00:09:00",17:38:50,Member,Grocery,103.26,2,206.52,"Rohan Lal",October,2023,Monday,17,103.26
"2024-06-03 19:02:00",17:52:17,Premium,Electronics,56.58,2,113.16,"Vaibhav Agarwal",June,2024,Monday,17,56.58
"2023-03-26 02:14:00",12:49:49,Premium,Grocery,308.54,2,617.08,"Gaurav Khanna",March,2023,Sunday,12,308.54
"2024-07-16 22:34:00",08:04:17,Regular,"Beauty & Personal Care",37.06,2,74.12,"Avani Khanna",July,2024,Tuesday,8,37.06
"2024-11-01 22:23:00",17:52:36,Regular,"Beauty & Personal Care",469.05,4,1876.2,"Gaurav Sharma",November,2024,Friday,17,469.05
"2024-05-25 16:23:00",09:12:13,Regular,"Home & Kitchen",245.72,4,982.88,"Rohan Iyer",May,2024,Saturday,9,245.72
"2023-07-01 06:10:00",13:12:31,Member,Grocery,425.72,5,2128.6,"Tanvi Patel",July,2023,Saturday,13,425.71999999999997
"2023-01-20 20:11:00",19:25:03,Premium,Clothing,45.89,2,91.78,"Zara Zutshi",January,2023,Friday,19,45.89
"2023-07-12 16:49:00",09:53:57,Member,Electronics,99.23,1,99.23,"Eeshaan Gupta",July,2023,Wednesday,9,99.23
"2024-08-27 19:43:00",03:54:58,Member,Electronics,419.34,5,2096.7,"Priya Singh",August,2024,Tuesday,3,419.34
"2023-01-11 01:04:00",12:01:57,Member,Clothing,416.09,3,1248.27,"Rohan Kumar",January,2023,Wednesday,12,416.09
"2024-05-20 10:08:00",19:26:26,Premium,Clothing,326.82,3,980.46,"Krishna Singh",May,2024,Monday,19,326.82
"2024-03-27 11:28:00",17:42:28,Premium,Grocery,349.29,5,1746.45,"Nandini Khanna",March,2024,Wednesday,17,349.29
"2023-08-05 15:50:00",08:23:03,Premium,Grocery,495.81,4,1983.24,"Diya Patel",August,2023,Saturday,8,495.81
"2023-04-09 23:42:00",23:08:13,Regular,"Home & Kitchen",273.76,1,273.76,"Rohan Singh",April,2023,Sunday,23,273.76
"2024-10-06 19:19:00",02:19:38,Member,"Home & Kitchen",453.94,5,2269.7,"Mahesh Rao",October,2024,Sunday,2,453.93999999999994
"2023-03-14 14:07:00",06:59:02,Premium,Grocery,437.23,4,1748.92,"Gaurav Bhatia",March,2023,Tuesday,6,437.23
"2023-12-21 16:22:00",11:37:14,Member,Grocery,385.49,3,1156.47,"Priya Verma",December,2023,Thursday,11,385.49
"2024-06-05 22:15:00",22:16:07,Member,Grocery,62.68,1,62.68,"Mahesh Zutshi",June,2024,Wednesday,22,62.68
"2024-04-09 07:57:00",07:49:53,Member,"Home & Kitchen",375.65,1,375.65,"Aakash Bhatia",April,2024,Tuesday,7,375.65
"2024-11-28 03:19:00",08:06:42,Member,Clothing,250.25,3,750.75,"Nandini Lal",November,2024,Thursday,8,250.25
"2023-11-08 10:27:00",01:12:58,Regular,"Home & Kitchen",74.42,5,372.1,"Nandini Chauhan",November,2023,Wednesday,1,74.42
"2023-06-13 19:48:00",06:08:11,Regular,Grocery,28.32,3,84.96,"Jai Wadhwa",June,2023,Tuesday,6,28.319999999999997
"2024-08-25 23:35:00",00:57:50,Regular,Grocery,323.97,3,971.91,"Tanvi Bhatia",August,2024,Sunday,0,323.96999999999997
"2023-10-26 23:54:00",23:44:56,Regular,Clothing,16.85,1,16.85,"Shreya Singh",October,2023,Thursday,23,16.85
"2023-03-14 23:14:00",22:40:34,Member,Clothing,201.99,1,201.99,"Tanvi Khanna",March,2023,Tuesday,22,201.99
"2023-05-04 17:54:00",04:46:57,Member,Clothing,26.87,5,134.35,"Vaibhav Bhatia",May,2023,Thursday,4,26.869999999999997
"2024-02-23 01:34:00",13:41:42,Regular,Electronics,41.12,4,164.48,"Zara Chauhan",February,2024,Friday,13,41.12
"2024-03-14 09:07:00",03:47:31,Regular,"Home & Kitchen",477.12,3,1431.36,"Avani Singh",March,2024,Thursday,3,477.11999999999995
"2023-07-02 09:53:00",09:10:36,Member,"Beauty & Personal Care",264.81,1,264.81,"Ishaan Sharma",July,2023,Sunday,9,264.81
"2025-01-08 12:08:00",02:54:30,Premium,Clothing,460.34,4,1841.36,"Bhavesh Khanna",January,2025,Wednesday,2,460.34
"2023-09-14 10:44:00",07:50:03,Regular,Grocery,260.74,5,1303.7,"Krishna Singh",September,2023,Thursday,7,260.74
"2024-05-30 16:23:00",22:41:40,Regular,Electronics,338.49,2,676.98,"Nandini Sharma",May,2024,Thursday,22,338.49
"2023-06-12 23:43:00",13:28:58,Premium,Grocery,473.65,2,947.3,"Uday Gupta",June,2023,Monday,13,473.65
"2024-08-14 11:05:00",01:02:39,Member,"Home & Kitchen",88.49,1,88.49,"Vaibhav Sharma",August,2024,Wednesday,1,88.49
"2023-12-23 02:23:00",22:12:02,Member,Clothing,180.57,5,902.85,"Uday Mehta",December,2023,Saturday,22,180.57
"2024-05-06 22:09:00",22:32:54,Member,Electronics,19.95,1,19.95,"Rohan Agarwal",May,2024,Monday,22,19.95
"2024-06-12 03:57:00",23:53:34,Member,Electronics,474.09,5,2370.45,"Jai Yadav",June,2024,Wednesday,23,474.09
"2024-08-22 22:04:00",02:24:07,Regular,"Beauty & Personal Care",248.03,4,992.12,"Tanvi Sharma",August,2024,Thursday,2,248.03
"2023-12-23 12:49:00",22:16:06,Regular,Electronics,471.11,3,1413.33,"Gaurav Jain",December,2023,Saturday,22,471.10999999999996
"2024-01-29 03:04:00",00:30:10,Premium,Clothing,335.81,3,1007.43,"Rohan Jain",January,2024,Monday,0,335.81
"2024-08-04 11:26:00",04:20:38,Regular,Electronics,177.34,4,709.36,"Shreya Jain",August,2024,Sunday,4,177.34
"2023-10-23 00:51:00",03:27:38,Premium,Electronics,203.16,4,812.64,"Priya Gupta",October,2023,Monday,3,203.16
"2023-05-14 03:28:00",06:43:04,Premium,Grocery,401.83,3,1205.49,"Rohan Verma",May,2023,Sunday,6,401.83
"2024-12-23 11:51:00",23:01:09,Member,"Home & Kitchen",426.7,1,426.7,"Ishaan Xavier",December,2024,Monday,23,426.7
"2024-12-03 18:04:00",22:27:08,Premium,Electronics,351.04,5,1755.2,"Shreya Iyer",December,2024,Tuesday,22,351.04
"2023-09-18 22:43:00",23:55:34,Regular,"Beauty & Personal Care",493.57,5,2467.85,"Gaurav Chauhan",September,2023,Monday,23,493.57
"2024-07-13 02:23:00",14:43:34,Regular,Clothing,475.02,1,475.02,"Vaibhav Kumar",July,2024,Saturday,14,475.02
"2023-09-07 02:44:00",17:11:18,Member,Electronics,156.04,3,468.12,"Uday Khanna",September,2023,Thursday,17,156.04
"2023-09-27 22:19:00",15:12:15,Regular,Clothing,142.69,2,285.38,"Ishaan Sharma",September,2023,Wednesday,15,142.69
"2024-06-23 17:33:00",16:10:42,Member,Clothing,97.58,1,97.58,"Avani Agarwal",June,2024,Sunday,16,97.58
"2023-02-08 11:32:00",23:36:36,Premium,"Home & Kitchen",232.67,5,1163.35,"Jai Verma",February,2023,Wednesday,23,232.67
"2024-12-24 20:52:00",08:43:01,Regular,"Beauty & Personal Care",300.84,3,902.52,"Avani Verma",December,2024,Tuesday,8,300.84
"2023-02-21 10:05:00",00:33:41,Premium,Clothing,124.81,1,124.81,"Vaibhav Gupta",February,2023,Tuesday,0,124.81
"2024-03-22 06:58:00",04:12:35,Regular,Clothing,388.68,5,1943.4,"Jai Bhatia",March,2024,Friday,4,388.68
"2023-12-11 11:29:00",05:46:52,Member,Grocery,282.9,4,1131.6,"Ishaan Gupta",December,2023,Monday,5,282.9
"2023-04-01 04:51:00",05:17:06,Regular,Clothing,51,4,204,"Zara Agarwal",April,2023,Saturday,5,51
"2024-05-26 01:37:00",12:07:30,Member,Electronics,373.14,4,1492.56,"Eeshaan Verma",May,2024,Sunday,12,373.14
"2024-02-17 15:14:00",11:24:38,Premium,"Home & Kitchen",125.27,1,125.27,"Rohan Xavier",February,2024,Saturday,11,125.27
"2023-10-24 17:59:00",22:56:37,Regular,"Home & Kitchen",264.32,2,528.64,"Shreya Mehta",October,2023,Tuesday,22,264.32
"2025-01-05 02:26:00",16:35:50,Premium,Electronics,357.8,2,715.6,"Jai Khanna",January,2025,Sunday,16,357.8
"2024-09-08 14:59:00",01:34:41,Regular,"Beauty & Personal Care",171.48,4,685.92,"Rohan Chauhan",September,2024,Sunday,1,171.48
"2023-05-29 02:56:00",13:49:31,Premium,"Home & Kitchen",71.89,5,359.45,"Nandini Verma",May,2023,Monday,13,71.89
"2024-05-01 10:37:00",18:22:10,Premium,"Beauty & Personal Care",192.18,2,384.36,"Rohan Yadav",May,2024,Wednesday,18,192.18
"2025-01-03 20:50:00",10:52:08,Regular,"Home & Kitchen",235.14,2,470.28,"Jai Mehta",January,2025,Friday,10,235.14
"2024-11-28 11:53:00",07:31:39,Member,"Beauty & Personal Care",331.65,3,994.95,"Priya Verma",November,2024,Thursday,7,331.65000000000003
"2024-08-29 14:30:00",21:59:57,Member,Electronics,23.34,4,93.36,"Krishna Agarwal",August,2024,Thursday,21,23.34
"2024-08-24 18:05:00",01:19:33,Regular,Clothing,409.37,1,409.37,"Aakash Bhatia",August,2024,Saturday,1,409.37
"2023-06-27 17:48:00",04:50:28,Premium,"Home & Kitchen",434.96,3,1304.88,"Avani Chauhan",June,2023,Tuesday,4,434.96000000000004
"2023-09-23 06:00:00",14:22:14,Regular,Grocery,53.27,5,266.35,"Nandini Khanna",September,2023,Saturday,14,53.27
"2024-12-08 04:43:00",13:10:15,Member,Electronics,482.52,4,1930.08,"Ishaan Xavier",December,2024,Sunday,13,482.52
"2023-08-14 08:29:00",14:00:36,Member,"Beauty & Personal Care",192.16,2,384.32,"Avani Kumar",August,2023,Monday,14,192.16
"2024-09-21 04:45:00",02:29:10,Premium,"Beauty & Personal Care",121.92,5,609.6,"Avani Iyer",September,2024,Saturday,2,121.92
"2024-03-13 00:38:00",07:57:18,Member,Clothing,388.51,1,388.51,"Ishaan Bhatia",March,2024,Wednesday,7,388.51
"2024-02-03 05:00:00",22:53:27,Member,Grocery,102.37,5,511.85,"Mahesh Iyer",February,2024,Saturday,22,102.37
"2024-01-30 10:32:00",07:28:49,Member,Electronics,188.34,3,565.02,"Ishaan Lal",January,2024,Tuesday,7,188.34
"2024-01-03 22:56:00",00:03:21,Member,"Beauty & Personal Care",145.01,4,580.04,"Mahesh Zutshi",January,2024,Wednesday,0,145.01
"2024-09-21 10:43:00",05:00:29,Regular,"Beauty & Personal Care",347.23,5,1736.15,"Uday Rao",September,2024,Saturday,5,347.23
"2023-04-12 01:19:00",02:03:27,Premium,"Home & Kitchen",255.14,1,255.14,"Jai Lal",April,2023,Wednesday,2,255.14
"2024-02-08 03:56:00",04:40:45,Member,Clothing,273.34,4,1093.36,"Tanvi Mehta",February,2024,Thursday,4,273.34
"2023-10-07 19:19:00",23:32:34,Regular,"Beauty & Personal Care",401.51,1,401.51,"Diya Mehta",October,2023,Saturday,23,401.51
"2023-01-24 04:55:00",22:35:15,Regular,"Beauty & Personal Care",230.43,2,460.86,"Rohan Khanna",January,2023,Tuesday,22,230.43
"2023-10-15 14:24:00",17:27:33,Regular,"Beauty & Personal Care",469.59,4,1878.36,"Vaibhav Kumar",October,2023,Sunday,17,469.59
"2024-04-07 08:05:00",05:32:11,Regular,Electronics,118.95,5,594.75,"Priya Singh",April,2024,Sunday,5,118.95
"2024-08-26 06:08:00",18:49:05,Premium,Clothing,452.04,2,904.08,"Avani Zutshi",August,2024,Monday,18,452.04
"2023-06-23 18:37:00",14:26:20,Regular,Grocery,95.39,5,476.95,"Uday Bhatia",June,2023,Friday,14,95.39
"2023-08-27 16:36:00",20:27:19,Regular,"Home & Kitchen",492.09,5,2460.45,"Jai Jain",August,2023,Sunday,20,492.09
"2024-06-14 05:06:00",11:23:19,Member,Grocery,54.5,5,272.5,"Aakash Mehta",June,2024,Friday,11,54.5
"2023-10-12 17:20:00",01:50:32,Regular,Electronics,166.08,1,166.08,"Vaibhav Lal",October,2023,Thursday,1,166.08
"2024-06-10 20:00:00",07:59:42,Member,Electronics,95.36,4,381.44,"Jai Kumar",June,2024,Monday,7,95.36
"2024-04-23 10:24:00",00:39:20,Member,"Beauty & Personal Care",354.88,4,1419.52,"Gaurav Sharma",April,2024,Tuesday,0,354.88
"2024-04-26 01:27:00",23:02:29,Member,Clothing,256.36,4,1025.44,"Avani Singh",April,2024,Friday,23,256.36
"2024-06-20 00:56:00",22:55:54,Regular,"Beauty & Personal Care",439.45,5,2197.25,"Yash Khanna",June,2024,Thursday,22,439.45
"2024-09-08 17:15:00",05:36:39,Premium,Grocery,293.68,1,293.68,"Uday Gupta",September,2024,Sunday,5,293.68
"2023-02-14 21:00:00",09:13:23,Premium,"Beauty & Personal Care",453.7,4,1814.8,"Avani Patel",February,2023,Tuesday,9,453.7
"2024-05-11 21:04:00",21:42:27,Member,Clothing,243.53,2,487.06,"Diya Khanna",May,2024,Saturday,21,243.53
"2023-03-30 21:17:00",09:37:04,Regular,"Beauty & Personal Care",448.85,3,1346.55,"Tanvi Khanna",March,2023,Thursday,9,448.84999999999997
"2023-08-14 12:36:00",09:13:37,Premium,Grocery,237.8,4,951.2,"Jai Agarwal",August,2023,Monday,9,237.8
"2023-04-10 18:33:00",04:20:12,Member,Grocery,180.27,4,721.08,"Ishaan Zutshi",April,2023,Monday,4,180.27
"2023-08-01 10:00:00",22:42:19,Premium,Grocery,64.66,1,64.66,"Shreya Khanna",August,2023,Tuesday,22,64.66
"2024-02-27 00:20:00",11:40:03,Premium,"Home & Kitchen",217.65,5,1088.25,"Uday Gupta",February,2024,Tuesday,11,217.65
"2024-10-25 06:11:00",07:24:24,Member,"Beauty & Personal Care",337.27,4,1349.08,"Shreya Rao",October,2024,Friday,7,337.27
"2024-03-31 20:30:00",02:35:09,Premium,Electronics,159.72,5,798.6,"Tanvi Verma",March,2024,Sunday,2,159.72
"2024-01-18 15:51:00",23:45:36,Member,Electronics,209.3,1,209.3,"Nandini Kumar",January,2024,Thursday,23,209.3
"2024-09-24 07:36:00",04:36:00,Member,Electronics,215.7,2,431.4,"Yash Bhatia",September,2024,Tuesday,4,215.7
"2024-03-11 10:19:00",14:46:01,Premium,"Beauty & Personal Care",150.83,2,301.66,"Lakshmi Sharma",March,2024,Monday,14,150.83
"2024-07-07 05:39:00",06:49:23,Premium,Electronics,492.33,4,1969.32,"Gaurav Desai",July,2024,Sunday,6,492.33
"2024-11-17 19:54:00",11:57:05,Member,Electronics,34.5,5,172.5,"Jai Sharma",November,2024,Sunday,11,34.5
"2024-10-10 13:31:00",13:24:42,Member,"Home & Kitchen",349.23,2,698.46,"Bhavesh Mehta",October,2024,Thursday,13,349.23
"2024-02-10 13:33:00",02:24:28,Premium,Electronics,440.76,5,2203.8,"Mahesh Iyer",February,2024,Saturday,2,440.76000000000005
"2023-05-16 14:51:00",18:03:20,Member,Electronics,487.86,2,975.72,"Gaurav Agarwal",May,2023,Tuesday,18,487.86
"2024-01-04 00:52:00",05:43:43,Premium,Clothing,152.4,4,609.6,"Priya Bhatia",January,2024,Thursday,5,152.4
"2023-04-17 22:13:00",17:33:35,Member,Clothing,281.86,2,563.72,"Tanvi Rao",April,2023,Monday,17,281.86
"2023-07-16 19:09:00",02:19:15,Member,Clothing,90.53,2,181.06,"Jai Gupta",July,2023,Sunday,2,90.53
"2023-02-07 23:12:00",13:00:49,Premium,Electronics,38.38,4,153.52,"Shreya Patel",February,2023,Tuesday,13,38.38
"2023-01-19 19:05:00",22:02:01,Member,Clothing,346.88,5,1734.4,"Tanvi Xavier",January,2023,Thursday,22,346.88
"2024-10-11 21:32:00",19:32:26,Member,"Home & Kitchen",376.96,3,1130.88,"Zara Lal",October,2024,Friday,19,376.96000000000004
"2023-04-01 21:28:00",04:36:05,Premium,Grocery,151.92,3,455.76,"Rohan Khanna",April,2023,Saturday,4,151.92
"2024-07-14 00:52:00",17:22:19,Premium,"Home & Kitchen",242.69,3,728.07,"Aakash Rao",July,2024,Sunday,17,242.69000000000003
"2024-10-26 09:00:00",15:45:12,Regular,Electronics,82.86,1,82.86,"Shreya Mehta",October,2024,Saturday,15,82.86
"2023-10-21 10:04:00",13:55:01,Premium,Grocery,343.92,5,1719.6,"Ishaan Agarwal",October,2023,Saturday,13,343.91999999999996
"2023-11-06 22:10:00",05:07:04,Regular,Clothing,398.8,4,1595.2,"Yash Gupta",November,2023,Monday,5,398.8
"2024-05-13 17:10:00",23:07:10,Premium,Grocery,489.68,2,979.36,"Jai Patel",May,2024,Monday,23,489.68
"2024-07-26 07:23:00",16:29:56,Premium,"Beauty & Personal Care",15.31,2,30.62,"Krishna Gupta",July,2024,Friday,16,15.31
"2023-10-19 17:34:00",16:28:31,Member,Electronics,39.84,3,119.52,"Gaurav Yadav",October,2023,Thursday,16,39.839999999999996
"2023-12-06 04:35:00",18:44:12,Premium,Electronics,69.59,5,347.95,"Rohan Verma",December,2023,Wednesday,18,69.59
"2023-11-22 04:49:00",02:26:30,Regular,"Home & Kitchen",76.71,1,76.71,"Nandini Patel",November,2023,Wednesday,2,76.71
"2023-12-07 14:37:00",17:25:20,Regular,Clothing,123.27,1,123.27,"Eeshaan Patel",December,2023,Thursday,17,123.27
"2023-09-29 15:31:00",09:57:13,Member,"Home & Kitchen",138.81,5,694.05,"Uday Rao",September,2023,Friday,9,138.81
"2024-09-23 14:35:00",09:07:58,Premium,Clothing,234.76,5,1173.8,"Ishaan Kumar",September,2024,Monday,9,234.76
"2024-02-10 02:48:00",07:35:05,Premium,"Beauty & Personal Care",171.18,1,171.18,"Uday Mehta",February,2024,Saturday,7,171.18
"2024-06-07 07:54:00",21:31:54,Regular,"Beauty & Personal Care",131.31,5,656.55,"Diya Mehta",June,2024,Friday,21,131.31
"2023-03-27 09:50:00",09:00:53,Regular,"Beauty & Personal Care",285.77,2,571.54,"Nandini Chauhan",March,2023,Monday,9,285.77
